0.0010278,0.039252
0.0041086,0.078396
0.0092337,0.11733
0.016389,0.15593
0.025556,0.19411
0.036708,0.23176
0.049815,0.26878
0.064841,0.30505
0.081745,0.34049
0.10048,0.375
0.121,0.40848
0.14324,0.44084
0.16714,0.47199
0.19264,0.50185
0.21967,0.53033
0.24815,0.55736
0.27801,0.58286
0.30916,0.60676
0.34152,0.629
0.375,0.64952
0.40951,0.66825
0.44495,0.68516
0.48122,0.70019
0.51824,0.71329
0.55589,0.72444
0.59407,0.73361
0.63267,0.74077
0.6716,0.74589
0.71075,0.74897
0.75,0.75
0.78925,0.74897
0.8284,0.74589
0.86733,0.74077
0.90593,0.73361
0.94411,0.72444
0.98176,0.71329
1.0188,0.70019
1.0551,0.68516
1.0905,0.66825
1.125,0.64952
1.1585,0.629
1.1908,0.60676
1.222,0.58286
1.2518,0.55736
1.2803,0.53033
1.3074,0.50185
1.3329,0.47199
1.3568,0.44084
1.379,0.40848
1.3995,0.375
1.4183,0.34049
1.4352,0.30505
1.4502,0.26878
1.4633,0.23176
1.4744,0.19411
1.4836,0.15593
1.4908,0.11733
1.4959,0.078396
1.499,0.039252
1.5,0
1.499,-0.039252
1.4959,-0.078396
1.4908,-0.11733
1.4836,-0.15593
1.4744,-0.19411
1.4633,-0.23176
1.4502,-0.26878
1.4352,-0.30505
1.4183,-0.34049
1.3995,-0.375
1.379,-0.40848
1.3568,-0.44084
1.3329,-0.47199
1.3074,-0.50185
1.2803,-0.53033
1.2518,-0.55736
1.222,-0.58286
1.1908,-0.60676
1.1585,-0.629
1.125,-0.64952
1.0905,-0.66825
1.0551,-0.68516
1.0188,-0.70019
0.98176,-0.71329
0.94411,-0.72444
0.90593,-0.73361
0.86733,-0.74077
0.8284,-0.74589
0.78925,-0.74897
0.75,-0.75
0.71075,-0.74897
0.6716,-0.74589
0.63267,-0.74077
0.59407,-0.73361
0.55589,-0.72444
0.51824,-0.71329
0.48122,-0.70019
0.44495,-0.68516
0.40951,-0.66825
0.375,-0.64952
0.34152,-0.629
0.30916,-0.60676
0.27801,-0.58286
0.24815,-0.55736
0.21967,-0.53033
0.19264,-0.50185
0.16714,-0.47199
0.14324,-0.44084
0.121,-0.40848
0.10048,-0.375
0.081745,-0.34049
0.064841,-0.30505
0.049815,-0.26878
0.036708,-0.23176
0.025556,-0.19411
0.016389,-0.15593
0.0092337,-0.11733
0.0041086,-0.078396
0.0010278,-0.039252
0,0
